name,url,promoted_content,query,tweet_volume
#Tokyo2020,http://twitter.com/search?q=%23Tokyo2020,,%23Tokyo2020,2407739
#Cheer4India,http://twitter.com/search?q=%23Cheer4India,,%23Cheer4India,103755
#HappyBirthdaySuriya,http://twitter.com/search?q=%23HappyBirthdaySuriya,,%23HappyBirthdaySuriya,708980
#TeamIndia,http://twitter.com/search?q=%23TeamIndia,,%23TeamIndia,63673
#JaiBhim,http://twitter.com/search?q=%23JaiBhim,,%23JaiBhim,271531
SSR As Manny Won World,http://twitter.com/search?q=%22SSR+As+Manny+Won+World%22,,%22SSR+As+Manny+Won+World%22,119672
CBI Grill PBS & Anil 4 SSR,http://twitter.com/search?q=%22CBI+Grill+PBS+%26+Anil+4+SSR%22,,%22CBI+Grill+PBS+%26+Anil+4+SSR%22,144551
गुरु पूर्णिमा,http://twitter.com/search?q=%22%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%81+%E0%A4%AA%E0%A5%82%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%BF%E0%A4%AE%E0%A4%BE%22,,%22%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%81+%E0%A4%AA%E0%A5%82%E0%A4%B0%E0%A5%8D%E0%A4%A3%E0%A4%BF%E0%A4%AE%E0%A4%BE%22,37580
KV SUPREMACY AS SHAURYA,http://twitter.com/search?q=%22KV+SUPREMACY+AS+SHAURYA%22,,%22KV+SUPREMACY+AS+SHAURYA%22,161066
Anurag Thakur,http://twitter.com/search?q=%22Anurag+Thakur%22,,%22Anurag+Thakur%22,
Elavenil,http://twitter.com/search?q=Elavenil,,Elavenil,
Nitish Rana,http://twitter.com/search?q=%22Nitish+Rana%22,,%22Nitish+Rana%22,
Intelligent Display Chip,http://twitter.com/search?q=%22Intelligent+Display+Chip%22,,%22Intelligent+Display+Chip%22,
we love you sidharth,http://twitter.com/search?q=%22we+love+you+sidharth%22,,%22we+love+you+sidharth%22,14901
we love you shehnaaz,http://twitter.com/search?q=%22we+love+you+shehnaaz%22,,%22we+love+you+shehnaaz%22,
decade of iconic singham,http://twitter.com/search?q=%22decade+of+iconic+singham%22,,%22decade+of+iconic+singham%22,69397
chetan sakariya,http://twitter.com/search?q=%22chetan+sakariya%22,,%22chetan+sakariya%22,
Saini,http://twitter.com/search?q=Saini,,Saini,
rahul chahar,http://twitter.com/search?q=%22rahul+chahar%22,,%22rahul+chahar%22,
SHREYA GHOSHAL AN INSPIRATION,http://twitter.com/search?q=%22SHREYA+GHOSHAL+AN+INSPIRATION%22,,%22SHREYA+GHOSHAL+AN+INSPIRATION%22,
सदा याद,http://twitter.com/search?q=%22%E0%A4%B8%E0%A4%A6%E0%A4%BE+%E0%A4%AF%E0%A4%BE%E0%A4%A6%22,,%22%E0%A4%B8%E0%A4%A6%E0%A4%BE+%E0%A4%AF%E0%A4%BE%E0%A4%A6%22,
Hygiene Steam,http://twitter.com/search?q=%22Hygiene+Steam%22,,%22Hygiene+Steam%22,
Brahmin,http://twitter.com/search?q=Brahmin,,Brahmin,23246
Mary Kom,http://twitter.com/search?q=%22Mary+Kom%22,,%22Mary+Kom%22,12134
Aryabhata,http://twitter.com/search?q=Aryabhata,,Aryabhata,
Seri,http://twitter.com/search?q=Seri,,Seri,30552
Immanuel Rajkumar Junior,http://twitter.com/search?q=%22Immanuel+Rajkumar+Junior%22,,%22Immanuel+Rajkumar+Junior%22,
50,000 Pixels,http://twitter.com/search?q=%2250%2C000+Pixels%22,,%2250%2C000+Pixels%22,
Tesla,http://twitter.com/search?q=Tesla,,Tesla,49827
Ramanna,http://twitter.com/search?q=Ramanna,,Ramanna,
श्री हनुमान,http://twitter.com/search?q=%22%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%B9%E0%A4%A8%E0%A5%81%E0%A4%AE%E0%A4%BE%E0%A4%A8%22,,%22%E0%A4%B6%E0%A5%8D%E0%A4%B0%E0%A5%80+%E0%A4%B9%E0%A4%A8%E0%A5%81%E0%A4%AE%E0%A4%BE%E0%A4%A8%22,
Sri Lanka,http://twitter.com/search?q=%22Sri+Lanka%22,,%22Sri+Lanka%22,20944
BODMAS,http://twitter.com/search?q=BODMAS,,BODMAS,
John Cena,http://twitter.com/search?q=%22John+Cena%22,,%22John+Cena%22,
lilo,http://twitter.com/search?q=lilo,,lilo,23894
Evolution,http://twitter.com/search?q=Evolution,,Evolution,26670
Mbappe,http://twitter.com/search?q=Mbappe,,Mbappe,68884
CM Punk,http://twitter.com/search?q=%22CM+Punk%22,,%22CM+Punk%22,
Pogba,http://twitter.com/search?q=Pogba,,Pogba,57971
Answer 3,http://twitter.com/search?q=%22Answer+3%22,,%22Answer+3%22,10213
Pandya,http://twitter.com/search?q=Pandya,,Pandya,
Max Payne,http://twitter.com/search?q=%22Max+Payne%22,,%22Max+Payne%22,
Praying,http://twitter.com/search?q=Praying,,Praying,65352
Barca,http://twitter.com/search?q=Barca,,Barca,40841
jungkook,http://twitter.com/search?q=jungkook,,jungkook,517592
Beijing,http://twitter.com/search?q=Beijing,,Beijing,22588
Neend,http://twitter.com/search?q=Neend,,Neend,
SSRIANS,http://twitter.com/search?q=SSRIANS,,SSRIANS,13761
Sending,http://twitter.com/search?q=Sending,,Sending,147640
Bayern,http://twitter.com/search?q=Bayern,,Bayern,20977
