name,url,promoted_content,query,tweet_volume
#INDvENG,http://twitter.com/search?q=%23INDvENG,,%23INDvENG,83640
#TeamIndia,http://twitter.com/search?q=%23TeamIndia,,%23TeamIndia,70068
#4YearsWithYeontan,http://twitter.com/search?q=%234YearsWithYeontan,,%234YearsWithYeontan,211516
#bumrah,http://twitter.com/search?q=%23bumrah,,%23bumrah,
Oval,http://twitter.com/search?q=Oval,,Oval,53336
#IndianCricketTeam,http://twitter.com/search?q=%23IndianCricketTeam,,%23IndianCricketTeam,
2 Years Of SSR As Anni,http://twitter.com/search?q=%222+Years+Of+SSR+As+Anni%22,,%222+Years+Of+SSR+As+Anni%22,45518
Shukriya Sidharth,http://twitter.com/search?q=%22Shukriya+Sidharth%22,,%22Shukriya+Sidharth%22,118503
Tannie,http://twitter.com/search?q=Tannie,,Tannie,128232
Man of the Match,http://twitter.com/search?q=%22Man+of+the+Match%22,,%22Man+of+the+Match%22,17264
England,http://twitter.com/search?q=England,,England,221134
100 MILLION FOR MY BOY V,http://twitter.com/search?q=%22100+MILLION+FOR+MY+BOY+V%22,,%22100+MILLION+FOR+MY+BOY+V%22,49500
SSR Shines As Anni & Raghu,http://twitter.com/search?q=%22SSR+Shines+As+Anni+%26+Raghu%22,,%22SSR+Shines+As+Anni+%26+Raghu%22,35320
Congratulations Taehyung,http://twitter.com/search?q=%22Congratulations+Taehyung%22,,%22Congratulations+Taehyung%22,34375
Manchester,http://twitter.com/search?q=Manchester,,Manchester,68835
टीम इंडिया,http://twitter.com/search?q=%22%E0%A4%9F%E0%A5%80%E0%A4%AE+%E0%A4%87%E0%A4%82%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE%22,,%22%E0%A4%9F%E0%A5%80%E0%A4%AE+%E0%A4%87%E0%A4%82%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE%22,
Accounts Like Me,http://twitter.com/search?q=%22Accounts+Like+Me%22,,%22Accounts+Like+Me%22,13744
KHILADIs BIRTHDAY CDP,http://twitter.com/search?q=%22KHILADIs+BIRTHDAY+CDP%22,,%22KHILADIs+BIRTHDAY+CDP%22,52104
BUILT IN PAIN OUT TOMORROW,http://twitter.com/search?q=%22BUILT+IN+PAIN+OUT+TOMORROW%22,,%22BUILT+IN+PAIN+OUT+TOMORROW%22,53714
WHAT A WIN,http://twitter.com/search?q=%22WHAT+A+WIN%22,,%22WHAT+A+WIN%22,29789
After 50,http://twitter.com/search?q=%22After+50%22,,%22After+50%22,21271
Old Trafford,http://twitter.com/search?q=%22Old+Trafford%22,,%22Old+Trafford%22,15474
Player of the Match,http://twitter.com/search?q=%22Player+of+the+Match%22,,%22Player+of+the+Match%22,10121
Gabba,http://twitter.com/search?q=Gabba,,Gabba,
Donny,http://twitter.com/search?q=Donny,,Donny,43709
WHAT A MATCH,http://twitter.com/search?q=%22WHAT+A+MATCH%22,,%22WHAT+A+MATCH%22,26377
Zverev,http://twitter.com/search?q=Zverev,,Zverev,
Historic Win,http://twitter.com/search?q=%22Historic+Win%22,,%22Historic+Win%22,
MOTM,http://twitter.com/search?q=MOTM,,MOTM,
Indian Team,http://twitter.com/search?q=%22Indian+Team%22,,%22Indian+Team%22,29366
भारतीय टीम,http://twitter.com/search?q=%22%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF+%E0%A4%9F%E0%A5%80%E0%A4%AE%22,,%22%E0%A4%AD%E0%A4%BE%E0%A4%B0%E0%A4%A4%E0%A5%80%E0%A4%AF+%E0%A4%9F%E0%A5%80%E0%A4%AE%22,
London,http://twitter.com/search?q=London,,London,114300
100 Test,http://twitter.com/search?q=%22100+Test%22,,%22100+Test%22,17663
Alexa,http://twitter.com/search?q=Alexa,,Alexa,31698
Prettiest,http://twitter.com/search?q=Prettiest,,Prettiest,47742
Overton,http://twitter.com/search?q=Overton,,Overton,
Ashes,http://twitter.com/search?q=Ashes,,Ashes,10231
BOOM BOOM,http://twitter.com/search?q=%22BOOM+BOOM%22,,%22BOOM+BOOM%22,73484
Yorker,http://twitter.com/search?q=Yorker,,Yorker,10335
#HappyBirthdayMammukka,http://twitter.com/search?q=%23HappyBirthdayMammukka,,%23HappyBirthdayMammukka,761271
#InnerChild100M,http://twitter.com/search?q=%23InnerChild100M,,%23InnerChild100M,57704
#LordShardul,http://twitter.com/search?q=%23LordShardul,,%23LordShardul,11041
#4thTest,http://twitter.com/search?q=%234thTest,,%234thTest,
#BCCI,http://twitter.com/search?q=%23BCCI,,%23BCCI,
#ARSD,http://twitter.com/search?q=%23ARSD,,%23ARSD,525114
#viratkholi,http://twitter.com/search?q=%23viratkholi,,%23viratkholi,
#captaincy,http://twitter.com/search?q=%23captaincy,,%23captaincy,
#KingKohli,http://twitter.com/search?q=%23KingKohli,,%23KingKohli,
#Mammootty,http://twitter.com/search?q=%23Mammootty,,%23Mammootty,148365
#InternetBlackoutByBJP,http://twitter.com/search?q=%23InternetBlackoutByBJP,,%23InternetBlackoutByBJP,19053
